@RELATION interest

@ATTRIBUTE previousWord3 string
@ATTRIBUTE previousWord3_type string
@ATTRIBUTE previousWord2 string
@ATTRIBUTE previousWord2_type string
@ATTRIBUTE previousWord1 string
@ATTRIBUTE previousWord1_type string
@ATTRIBUTE nextWord1 string
@ATTRIBUTE nextWord1_type string
@ATTRIBUTE nextWord2 string
@ATTRIBUTE nextWord2_type string
@ATTRIBUTE nextWord3 string
@ATTRIBUTE nextWord3_type string
@ATTRIBUTE class {1,2,3,4,5,6}

@DATA
serve,VBP,NULL,NULL,those,DT,NULL,NULL,X,X,NULL,NULL,3
NULL,NULL,1X6,AB,billion,AB,payment,NN,NULL,NULL,NULL,NULL,6
to,TO,make,VB,NULL,NULL,payments,NNS,NULL,NULL,X,X,6
of,IN,NULL,NULL,the,DT,payment,NN,NULL,NULL,now,RB,6
to,TO,make,VB,NULL,NULL,payments,NNS,NULL,NULL,to,TO,6
NULL,NULL,and,CC,NULL,NULL,payments,NNS,NULL,NULL,under,IN,6
diluted,VBN,NULL,NULL,equity,NN,NULL,NULL,of,IN,NULL,NULL,5
make,VB,NULL,NULL,an,DT,payment,NN,due,JJ,last,JJ,6
NULL,NULL,the,DT,higher,JJR,rates,NNS,banks,NNS,NULL,NULL,6
NULL,NULL,your,'PP\S',best,JJS,NULL,NULL,at,IN,NULL,NULL,4
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,and,CC,NULL,NULL,6
drives,VBZ,down,IN,NULL,NULL,rates,NNS,NULL,NULL,NULL,NULL,6
freeing,NN,of,IN,NULL,NULL,rates,NNS,NULL,NULL,in,IN,6
NULL,NULL,4X6,AB,million,AB,NULL,NULL,and,CC,NULL,NULL,6
to,TO,pay,VB,NULL,NULL,due,JJ,septX,NP,NULL,NULL,6
after,IN,NULL,NULL,the,DT,payment,NN,NULL,NULL,is,VBZ,6
NULL,NULL,of,IN,NULL,NULL,income,NN,NULL,NULL,on,IN,6
has,VBZ,expressed,VBN,NULL,NULL,NULL,NULL,in,IN,NULL,NULL,1
attracting,VBG,NULL,NULL,less,JJR,NULL,NULL,than,IN,NULL,NULL,1
NULL,NULL,of,IN,NULL,NULL,NULL,NULL,X,X,NULL,NULL,1
NULL,NULL,NULL,NULL,current,JJ,serial,NN,bonds,NNS,NULL,NULL,6
NULL,NULL,NULL,NULL,current,JJ,bonds,NNS,NULL,NULL,are,VBP,6
NULL,NULL,the,DT,current,JJ,bonds,NNS,NULL,NULL,are,VBP,6
with,IN,NULL,NULL,current,JJ,bonds,NNS,due,JJ,NULL,NULL,6
NULL,NULL,or,CC,NULL,NULL,NULL,NULL,in,IN,NULL,NULL,5
buy,VB,NULL,NULL,the,DT,effective,JJ,septX,NP,NULL,NULL,5
with,IN,NULL,NULL,uXsX,NP,NULL,NULL,NULL,NULL,turned,VBD,5
of,IN,NULL,NULL,cash,NN,payments,NNS,NULL,NULL,for,IN,6
outstanding,JJ,at,IN,NULL,NULL,rates,NNS,NULL,NULL,ranging,VBG,6
and,CC,NULL,NULL,domestic,JJ,rates,NNS,NULL,NULL,remained,VBD,6
attracted,VBD,NULL,NULL,investor,NN,NULL,NULL,because,IN,of,IN,1
received,VBD,NULL,NULL,buying,NN,NULL,NULL,for,IN,NULL,NULL,1
in,IN,NULL,NULL,german,JJ,rates,NNS,NULL,NULL,is,VBZ,6
of,IN,NULL,NULL,renewed,VBN,rate,NN,reductions,NNS,NULL,NULL,6
NULL,NULL,NULL,NULL,lower,JJR,rates,NNS,NULL,NULL,generally,RB,6
until,IN,NULL,NULL,uXsX,NP,rates,NNS,decline,NN,NULL,NULL,6
to,TO,raise,VB,NULL,NULL,rates,NNS,NULL,NULL,in,IN,6
serve,VBP,NULL,NULL,our,'PP\S',NULL,NULL,X,X,NULL,NULL,4
of,IN,NULL,NULL,keen,JJ,NULL,NULL,to,TO,NULL,NULL,2
NULL,NULL,the,DT,public,JJ,NULL,NULL,NULL,NULL,especially,RB,4
NULL,NULL,combined,VBN,voting,NN,NULL,NULL,is,VBZ,under,IN,5
NULL,NULL,the,DT,average,JJ,rate,NN,NULL,NULL,fell,VBD,6
with,IN,NULL,NULL,great,JJ,NULL,NULL,and,CC,NULL,NULL,1
and,CC,NULL,NULL,property,NN,NULL,NULL,NULL,NULL,is,VBZ,5
to,TO,NULL,NULL,keeping,VBG,rates,NNS,NULL,NULL,high,JJ,6
raised,VBD,NULL,NULL,domestic,JJ,rates,NNS,NULL,NULL,to,TO,6
NULL,NULL,NULL,NULL,domestic,JJ,rates,NNS,NULL,NULL,are,VBP,6
reduce,VB,NULL,NULL,its,'PP\S',bill,NN,NULL,NULL,X,X,6
NULL,NULL,NULL,NULL,high,JJ,rates,NNS,NULL,NULL,changed,VBD,6
and,CC,NULL,NULL,our,'PP\S',NULL,NULL,in,IN,broadening,VBG,1
pursue,VB,NULL,NULL,other,JJ,NULL,NULL,X,X,NULL,NULL,3
senX,NP,bentsen,NP,'\'s',POS,NULL,NULL,in,IN,encouraging,VBG,1
NULL,NULL,NULL,NULL,short-term,JJ,rates,NNS,NULL,NULL,rose,VBD,6
will,MD,boost,VB,NULL,NULL,rates,NNS,NULL,NULL,to,TO,6
NULL,NULL,the,DT,open,JJ,NULL,NULL,NULL,NULL,or,CC,5
'n\'t',RB,lower,VB,NULL,NULL,rates,NNS,NULL,NULL,anytime,RB,6
deflects,VBZ,NULL,NULL,the,DT,NULL,NULL,of,IN,NULL,NULL,1
and,CC,NULL,NULL,property,NN,NULL,NULL,in,IN,NULL,NULL,5
a,DT,51X7,AB,NULL,NULL,NULL,NULL,in,IN,NULL,NULL,5
NULL,NULL,his,'PP\S',effective,JJ,NULL,NULL,in,IN,NULL,NULL,5
NULL,NULL,its,'PP\S',book-publishing,NN,NULL,NULL,NULL,NULL,including,VBG,5
NULL,NULL,annualized,JJ,NULL,NULL,rates,NNS,NULL,NULL,on,IN,6
pursue,VB,NULL,NULL,other,JJ,NULL,NULL,X,X,NULL,NULL,3
NULL,NULL,and,CC,NULL,NULL,obligations,NNS,NULL,NULL,falling,VBG,6
the,DT,outstanding,JJ,minority,NN,NULL,NULL,in,IN,NULL,NULL,5
corporation,NN,'\'s',POS,long-range,JJ,NULL,NULL,X,X,NULL,NULL,4
and,CC,NULL,NULL,less,JJR,NULL,NULL,in,IN,NULL,NULL,1
NULL,NULL,reduce,VB,NULL,NULL,charges,NNS,NULL,NULL,for,IN,6
for,IN,NULL,NULL,western,JJ,NULL,NULL,NULL,NULL,NULL,NULL,4
NULL,NULL,NULL,NULL,an,DT,NULL,NULL,in,IN,NULL,NULL,5
NULL,NULL,his,'PP\S',new-found,JJ,NULL,NULL,in,IN,NULL,NULL,1
with,IN,NULL,NULL,great,JJ,NULL,NULL,X,X,NULL,NULL,1
NULL,NULL,NULL,NULL,most,JJS,rate,NN,margins,NNS,NULL,NULL,6
NULL,NULL,for,IN,NULL,NULL,NULL,NULL,X,X,NULL,NULL,6
NULL,NULL,and,CC,NULL,NULL,NULL,NULL,NULL,NULL,if,IN,6
NULL,NULL,foreign,JJ,annual,JJ,rates,NNS,NULL,NULL,below,RB,6
has,VBZ,NULL,NULL,no,DT,NULL,NULL,NULL,NULL,again,RB,5
or,CC,NULL,NULL,floating,JJ,rates,NNS,NULL,NULL,or,CC,6
a,DT,NULL,NULL,NULL,NULL,NULL,NULL,in,IN,NULL,NULL,5
NULL,NULL,of,IN,NULL,NULL,NULL,NULL,from,IN,NULL,NULL,1
NULL,NULL,NULL,NULL,buying,NN,NULL,NULL,in,IN,NULL,NULL,1
pursue,VB,NULL,NULL,other,JJ,NULL,NULL,X,X,NULL,NULL,3
this,DT,year,NN,'\'s',POS,bill,NN,NULL,NULL,X,X,6
paying,VBG,NULL,NULL,high,JJ,NULL,NULL,X,X,NULL,NULL,6
the,DT,company,NN,'\'s',POS,charges,NNS,NULL,NULL,X,X,6
citicorp,NP,'\'s',POS,equity,NN,NULL,NULL,in,IN,NULL,NULL,5
NULL,NULL,before,IN,NULL,NULL,NULL,NULL,and,CC,NULL,NULL,6
increased,VBN,NULL,NULL,buying,JJ,NULL,NULL,for,IN,NULL,NULL,1
NULL,NULL,for,IN,NULL,NULL,rate,NN,increases,NNS,NULL,NULL,6
to,TO,raise,VB,NULL,NULL,rates,NNS,NULL,NULL,following,VBG,6
and,CC,bear,VBP,NULL,NULL,NULL,NULL,at,IN,NULL,NULL,6
make,VB,NULL,NULL,an,DT,payment,NN,last,JJ,week,NN,6
another,DT,NULL,NULL,NULL,NULL,NULL,NULL,later,RB,X,X,5
NULL,NULL,in,IN,NULL,NULL,costs,NNS,NULL,NULL,over,IN,6
and,CC,NULL,NULL,unpaid,JJ,NULL,NULL,from,IN,NULL,NULL,6
accrued,VBN,NULL,NULL,semiannual,JJ,due,JJ,octX,NP,NULL,NULL,6
a,DT,25X1,AB,NULL,NULL,NULL,NULL,in,IN,NULL,NULL,5
NULL,NULL,physicians,NNS,NULL,NULL,NULL,NULL,X,X,NULL,NULL,3
generate,VB,NULL,NULL,more,JJR,NULL,NULL,than,IN,anticipated,VBN,1
NULL,NULL,a,DT,keen,JJ,NULL,NULL,in,IN,NULL,NULL,1
about,IN,NULL,NULL,his,'PP\S',NULL,NULL,in,IN,NULL,NULL,1
to,TO,make,VB,NULL,NULL,payments,NNS,NULL,NULL,in,IN,6
NULL,NULL,lost,VBD,NULL,NULL,NULL,NULL,X,X,NULL,NULL,1
began,VBD,nudging,VBG,NULL,NULL,rates,NNS,NULL,NULL,higher,RBR,6
allowing,VBG,NULL,NULL,short-term,JJ,rates,NNS,NULL,NULL,to,TO,6
preference,NN,limited,NP,partnership,NP,NULL,NULL,NULL,NULL,via,IN,5
NULL,NULL,an,DT,equity,NN,NULL,NULL,in,IN,NULL,NULL,5
of,IN,NULL,NULL,investor,NN,NULL,NULL,X,X,NULL,NULL,1
NULL,NULL,extensive,JJ,business,NN,NULL,NULL,of,IN,NULL,NULL,5
has,VBZ,expressed,VBN,NULL,NULL,NULL,NULL,in,IN,keeping,VBG,1
also,RB,has,VBZ,NULL,NULL,NULL,NULL,in,IN,NULL,NULL,5
missed,VBD,NULL,NULL,the,DT,payment,NN,due,JJ,friday,NP,6
paid,VBD,NULL,NULL,the,DT,NULL,NULL,on,IN,NULL,NULL,6
NULL,NULL,the,DT,aggregate,JJ,due,JJ,friday,NP,NULL,NULL,6
to,TO,alter,VB,NULL,NULL,rates,NNS,NULL,NULL,on,IN,6
for,IN,NULL,NULL,ecu,NP,NULL,NULL,rates,NNS,to,TO,6
and,CC,NULL,NULL,long-term,JJ,rates,NNS,NULL,NULL,since,IN,6
short-term,JJ,ecu,NP,market,NN,rate,NN,NULL,NULL,after,IN,6
NULL,NULL,in,IN,NULL,NULL,rates,NNS,NULL,NULL,on,IN,6
NULL,NULL,NULL,NULL,human,JJ,NULL,NULL,NULL,NULL,NULL,NULL,3
NULL,NULL,of,IN,NULL,NULL,NULL,NULL,saved,VBN,through,IN,6
NULL,NULL,foreign,JJ,annual,JJ,rates,NNS,NULL,NULL,below,IN,6
its,'PP\S',18X5,AB,NULL,NULL,NULL,NULL,in,IN,NULL,NULL,5
expressed,VBD,NULL,NULL,an,DT,NULL,NULL,NULL,NULL,including,VBG,1
satisfy,VB,NULL,NULL,the,DT,NULL,NULL,of,IN,NULL,NULL,4
in,IN,NULL,NULL,the,DT,NULL,NULL,of,IN,NULL,NULL,4
to,TO,make,VB,NULL,NULL,payments,NNS,NULL,NULL,on,IN,6
by,IN,NULL,NULL,their,'PP\S',payments,NNS,NULL,NULL,NULL,NULL,6
have,VBP,NULL,NULL,no,DT,NULL,NULL,in,IN,obtaining,VBG,1
NULL,NULL,a,DT,lower,JJR,burden,NN,NULL,NULL,X,X,6
NULL,NULL,their,'PP\S',heavy,JJ,payments,NNS,NULL,NULL,X,X,6
NULL,NULL,the,DT,burdensome,JJ,payments,NNS,NULL,NULL,called,VBN,6
to,TO,meet,VB,NULL,NULL,payments,NNS,NULL,NULL,on,IN,6
NULL,NULL,in,IN,NULL,NULL,rates,NNS,NULL,NULL,and,CC,6
NULL,NULL,in,IN,NULL,NULL,payments,NNS,NULL,NULL,NULL,NULL,6
pay,VB,NULL,NULL,its,'PP\S',bill,NN,NULL,NULL,X,X,6
of,IN,NULL,NULL,the,DT,NULL,NULL,NULL,NULL,they,PP,6
our,'PP\S',customers,NNS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4
boost,VB,NULL,NULL,its,'PP\S',NULL,NULL,in,IN,NULL,NULL,5
of,IN,NULL,NULL,his,'PP\S',NULL,NULL,in,IN,making,VBG,1
and,CC,NULL,NULL,lower,JJR,rates,NNS,NULL,NULL,X,X,6
relatively,RB,NULL,NULL,high,JJ,rates,NNS,NULL,NULL,are,VBP,6
NULL,NULL,NULL,NULL,NULL,NULL,rates,NNS,NULL,NULL,down,RB,6
have,VBP,expressed,VBN,NULL,NULL,NULL,NULL,in,IN,buying,VBG,1
is,VBZ,reducing,VBG,NULL,NULL,NULL,NULL,in,IN,NULL,NULL,1
has,VBZ,spurred,VBN,NULL,NULL,NULL,NULL,in,IN,NULL,NULL,1
NULL,NULL,a,DT,variable,JJ,rate,NN,NULL,NULL,NULL,NULL,6
a,DT,NULL,NULL,NULL,NULL,NULL,NULL,in,IN,NULL,NULL,5
NULL,NULL,and,CC,NULL,NULL,NULL,NULL,in,IN,NULL,NULL,5
of,IN,NULL,NULL,increased,VBN,NULL,NULL,in,IN,NULL,NULL,1
NULL,NULL,an,DT,annual,JJ,payment,NN,due,JJ,augX,NP,6
why,WRB,NULL,NULL,the,DT,NULL,NULL,was,VBD,paid,VBN,6
now,RB,that,IN,NULL,NULL,rate,NN,differentials,NNS,NULL,NULL,6
NULL,NULL,NULL,NULL,NULL,NULL,rates,NNS,NULL,NULL,aside,RB,6
have,VBP,expressed,VBN,NULL,NULL,NULL,NULL,in,IN,NULL,NULL,1
NULL,NULL,of,IN,NULL,NULL,NULL,NULL,are,VBP,preliminary,JJ,1
NULL,NULL,possible,JJ,takeover,NN,NULL,NULL,in,IN,NULL,NULL,1
NULL,NULL,its,'PP\S',health-care,JJ,NULL,NULL,as,IN,NULL,NULL,5
'\'s',POS,NULL,NULL,NULL,NULL,NULL,NULL,in,IN,NULL,NULL,5
NULL,NULL,and,CC,NULL,NULL,payments,NNS,NULL,NULL,on,IN,6
up,RP,NULL,NULL,unwanted,JJ,NULL,NULL,in,IN,NULL,NULL,1
NULL,NULL,television,NN,'\'s',POS,NULL,NULL,in,IN,NULL,NULL,1
meet,VB,NULL,NULL,their,'PP\S',payments,NNS,NULL,NULL,X,X,6
NULL,NULL,in,IN,NULL,NULL,rates,NNS,NULL,NULL,and,CC,6
NULL,NULL,in,IN,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6
to,TO,cut,VB,NULL,NULL,costs,NNS,NULL,NULL,NULL,NULL,6
NULL,NULL,in,IN,NULL,NULL,costs,NNS,NULL,NULL,if,IN,6
plus,CC,NULL,NULL,certain,JJ,NULL,NULL,in,IN,NULL,NULL,5
NULL,NULL,of,IN,NULL,NULL,NULL,NULL,X,X,NULL,NULL,1
NULL,NULL,NULL,NULL,lower,JJR,rates,NNS,NULL,NULL,and,CC,6
of,IN,NULL,NULL,lower,JJR,rates,NNS,NULL,NULL,NULL,NULL,6
mrX,NP,kissinger,NP,'\'s',POS,NULL,NULL,include,VBP,NULL,NULL,5
kissinger,NP,'\'s',POS,business,NN,NULL,NULL,begin,VBP,X,X,3
the,DT,uXsX,NP,national,JJ,NULL,NULL,X,X,NULL,NULL,4
NULL,NULL,long-term,JJ,geopolitical,JJ,NULL,NULL,NULL,NULL,that,WDT,4
of,IN,NULL,NULL,commercial,JJ,NULL,NULL,in,IN,NULL,NULL,5

